ID,ADDRESS1,INSTITUTION,ADDRESS2,CITY,PROVINCE,ZIP,COUNTRY,LATITUDE,LONGITUDE
823305,999 ST GEORGE BLVD,BERNICE MACNAUGHTON HS,,MONCTON,NB,E1E 2C9,CANADA,46.0864837,-64.8289017
825090,320 SHORE RD,BADDECK ACADEMY,,BADDECK,NS,B0E 1B0,CANADA,46.095094,-60.757893
823330,80 ECHO DR,HARRISON TRIMBLE HIGH SCHOOL,,MONCTON,NB,E1C 3H8,CANADA,46.098341,-64.8099683
823089,511 RUE CHAMPLAIN,POLYVALENTE MATHIEU-MARTIN,,DIEPPE,NB,E1A 1P2,CANADA,46.1001657,-64.7338142
826116,BOX 397 BROCKHOUSE WAY,MACKENZIE HIGH SCHOOL,,DEEP RIVER,ON,K0J 1P0,CANADA,46.1045564,-77.4881976
825220,57 COXHEATH RD,RIVERVIEW HIGH SCHOOL,,COXHEATH,NS,B1R 1R4,CANADA,46.1150184,-60.2340353
826383,C.P. 160 11 RUE LAHAIE,E S RIVIERE-DES-FRANCAIS,,NOELVILLE,ON,P0M 2N0,CANADA,46.1311311,-80.4334598
825850,49 TERRACE STREET,SYDNEY ACADEMY,,SYDNEY,NS,B1P 2L4,CANADA,46.1382598,-60.1811598
827127,MONTAGUE,MONTAGUE REGIONAL HIGH SCHOOL,PO 640,MONTAGUE,PE,C0A 1R0,CANADA,46.1582818,-62.6470558
823880,144 CONNELL PARK RD,WOODSTOCK HIGH SCHOOL,,WOODSTOCK,NB,E7M 1M4,CANADA,46.1615381,-67.5906157
823360,207 CHURCH STREET,MONCTON HIGH SCHOOL,,MONCTON,NB,E1C 5A3,CANADA,46.1650353,-64.7910456
826109,PO BOX 1210,ECOLE SEC JEUNESSE NORD HS,,BLIND RIVER,ON,P0R 1B0,CANADA,46.1849207,-82.9653757
826042,147 WOODWARD AVE,W C EAKET SECONDARY SCHOOL,,BLIND RIVER,ON,P0R 1B0,CANADA,46.1884174,-82.9473247
825323,201 RESERVE STREET,GLACE BAY HIGH SCHOOL,,GLACE BAY,NS,B1A 4W3,CANADA,46.188978,-59.979124
827095,175 SPRING PARK RD,COLONEL GRAY SR HIGH SCHOOL,,CHARLOTTETOWN,PE,C1A 3Y8,CANADA,46.2410926,-63.1402492
827090,100 RAIDERS RD,CHARLOTTETOWN RURAL HS,,CHARLOTTETOWN,PE,C1E 1K6,CANADA,46.258462,-63.150578
826150,147 SPRUCE STREET,ESPANOLA HIGH SCHOOL,,ESPANOLA,ON,P5E 1R7,CANADA,46.261636,-81.770445
827098,50 KIRKDALE RD,GRACE CHRISTIAN SCHOOL,,CHARLOTTTWN,PE,C1E 1N6,CANADA,46.2642679,-63.1631657
826385,60 MARSHALL PARK DR,WEST FERRIS SECONDARY SCHOOL,,NORTH BAY,ON,P1A 2P2,CANADA,46.2770824,-79.4343384
823803,28 BRIDGE STREET BOX 39,STANLEY HIGH SCHOOL,,STANLEY,NB,E6B 1B2,CANADA,46.2816389,-66.7390178
823260,217 ROCKLAND RD,HARTLAND HIGH SCHOOL,,HARTLAND,NB,E7P 0A2,CANADA,46.306927,-67.5153889
826348,370 PINE STREET,F J MCELLIGOTT HIGH SCHOOL,,MATTAWA,ON,P0H 1V0,CANADA,46.3166055,-78.7042673
826388,555 AVE ALGONQUIN,ECOLE SECONDAIRE ALGONQUIN,,NORTH BAY,ON,P1B 4W8,CANADA,46.318711,-79.46649
826526,539 CHIPPEWA STREET WEST,CHIPPEWA SECONDARY SCHOOL,,NORTH BAY,ON,P1B 6G8,CANADA,46.3220634,-79.4503075
827096,KINKORA RR #1,KINKORA REGIONAL HIGH SCHOOL,,KINKORA,PE,C0B 1N0,CANADA,46.3221877,-63.5983853
826389,675 O'BRIEN ST.,ST JOSEPH-SCOLLARD HL CATH SCH,,NORTH BAY,ON,P1B 9R3,CANADA,46.3222861,-79.4579253
826393,320 SKI CLUB ROAD,WIDDIFIELD SECONDARY SCHOOL,,NORTH BAY,ON,P1B 7R2,CANADA,46.335206,-79.450165
826117,32 KENSINGTON RD,CENTRAL ALGOMA SECONDARY SCH,,DESBARATS,ON,P0R 1E0,CANADA,46.3385985,-83.9355055
827133,PO BOX 460,SOURIS REGIONAL HIGH SCHOOL,,SOURIS,PE,C0A 2B0,CANADA,46.357697,-62.250926
826142,303 MISSISSAUGA AVENUE,ELLIOT LAKE SECONDARY SCHOOL,,ELLIOT LK,ON,P5A 1E8,CANADA,46.3765963,-82.6613474
827145,10 KENMOORE AVE,THREE OAKS SENIOR HS,,SUMMERSIDE,PE,C1N 4V9,CANADA,46.4005351,-63.7776717
826717,2993 ALGONQUIN ROAD,ST BENEDICT CATH SECONDARY SCH,,SUDBURY,ON,P3C 4X5,CANADA,46.4347031,-80.9843495
826305,265 FIFTH AVE,LIVELY DISTRICT SECONDARY SCH,,LIVELY,ON,P3Y 1M4,CANADA,46.4365007,-81.1421697
827120,PO BOX 340,KENSINGTON INTERMEDIATE SR HS,,KENSINGTON,PE,C0B 1M0,CANADA,46.4411008,-63.6294436
826704,275 LOACHS RD,LO-ELLEN PARK SECONDARY SCHOOL,,SUDBURY,ON,P3E 2P8,CANADA,46.4490318,-80.9876695
826703,1391 RAMSEY VIEW CRT,LOCKERBY COMPOSITE SCHOOL,,SUDBURY,ON,P3E 5T4,CANADA,46.465041,-81.005974
823039,POST OFFICE BOX 70,CARLETON NORTH SR HIGH SCHOOL,,BRISTOL,NB,E0J 1G0,CANADA,46.4674114,-67.5798838
823040,37 AVENUE RICHARD,CLEMENT-CORMIER HIGH SCHOOL,,BOUCTOUCHE,NB,E4S 3T5,CANADA,46.4753189,-64.7239111
826705,165 DYOUVILLE ST,MARYMOUNT ACADEMY,,SUDBURY,ON,P3C 5E7,CANADA,46.4967915,-80.9950089
826713,85 MACKENZIE ST.,SUDBURY SECONDARY SCHOOL,,SUDBURY,ON,P3C 4Y2,CANADA,46.4971373,-80.9983609
826699,261 AVENUE NOTRE DAME,ECOLE SECONDAIRE DU SACRECOEUR,,SUDBURY,ON,P3C 5K4,CANADA,46.500069,-80.9889351
826628,100 ONTARIO AVENUE,MOUNT SAINT JOSEPH COLLEGE,,SLT ST MARIE,ON,P6B 1E3,CANADA,46.513075,-84.313067
826710,1940 HAWTHORNE DR,ST CHARLES COLLEGE,,SUDBURY,ON,P3A 1M8,CANADA,46.518235,-80.927149
826708,37 LASALLE BOULEVARD WEST,MACDONALD-CARTIER SECONDARY SC,,SUDBURY,ON,P3A 1W1,CANADA,46.5215969,-80.988893
826630,250 ST GEORGES AVENUE EAST,ST BASIL SECONDARY SCHOOL,,SLT ST MARIE,ON,P6B 1X5,CANADA,46.5232431,-84.3286572
826702,1545 KENNEDY ST,LASALLE SECONDARY SCHOOL,,SUDBURY,ON,P3A 2G1,CANADA,46.524667,-80.939672
826632,1007 TRUNK ROAD,WHITE PINES COLLEGIATE VOC SCH,,SLT ST MARIE,ON,P6A 5K9,CANADA,46.5267333,-84.2560574
826701,750 NORTH ST,SUPERIOR HEIGHTS COLLEGIATE,,SAULT STE MARIE,ON,P6B 2C5,CANADA,46.5390876,-84.3341209
826631,868 SECOND LINE EAST,ST MARY'S COLLEGE,,SLT ST MARIE,ON,P6B 4K4,CANADA,46.5402057,-84.3066267
826627,636 GOULAIS AVENUE,KORAH COLLEGIATE VOC SCHOOL,,SLT ST MARIE,ON,P6C 5A7,CANADA,46.542139,-84.3808629
826092,3594 HWY. 144,CHELMSFORD VALLEY DIST COMP SC,,CHELMSFORD,ON,P0M 1L0,CANADA,46.569867,-81.193956
826212,61 CHEMIN BROOKSIDE C.P. 1988,ECOLE SEC CATHOLIQUE CHAMPLAIN,,CHEMLSFORD,ON,P0M 1L0,CANADA,46.572596,-81.199624
826893,1650 VALLEYVIEW RD,HORIZON SECONDARY SCHOOL,,VAL CARON,ON,P3N 1K7,CANADA,46.5946172,-81.008702
826892,BOX 1000,CONFEDERATION SECONDARY SCHOOL,,VAL CARON,ON,P3N 1B4,CANADA,46.611762,-81.020238
823278,197 MAIN STREET,BONAR LAW MEMORIAL SCHOOL,,REXTON NEW BRUNS,NB,E4W 2A9,CANADA,46.6403785,-64.8586897
826576,539 FRANCIS ST,BISHOP ALEXANDER CARTER CTH SS,,HANMER,ON,P3P 1E6,CANADA,46.6564035,-80.9669721
826223,4800 NOTRE DAME AVE,ECOLE SECONDAIRE HANMER SCH,,HANMER,ON,P3P 1X5,CANADA,46.6602886,-80.9448137
828925,CASE POSTALE 970,G THEBERGE HIGH SCHOOL,,TEMISCAMING,QC,J0Z 3R0,CANADA,46.7208959,-79.0995728
823032,12 MACLAGGAN DRIVE,BLACKVILLE SCHOOL,,BLACKVILLE,NB,E9B 1Y4,CANADA,46.7400881,-65.8371671
823020,POST OFFICE BOX 930,SOUTHERN VICTORIA HIGH SCHOOL,,PRTH-ANDOVER,NB,E0J 1V0,CANADA,46.7492856,-67.6985796
828745,945 BELVEDERE AVENUE,QUEBEC HIGH SCHOOL,,QUEBEC CITY,QC,G1S 3G2,CANADA,46.7977441,-71.2396488
828756,75 MAISONNEIUVE STREET,ST PATRICK HIGH SCHOOL,,QUEBEC CITY,QC,G1R 2C4,CANADA,46.804766,-71.224195
827110,PO BOX 38,WESTISLE COMPOSITE HS,,ELMSDALE,PE,C0B 1K0,CANADA,46.8067296,-64.1462355
828747,6 DE LA VIEILLE-UNIVERSITE ST,LE PETIT SEMINAIRE DE QUEBEC,,QUEBEC CITY,QC,G1R 5X8,CANADA,46.8154908,-71.205567
824242,POST OFFICE BOX 70,JOSEPHS ACADEMY,,LAMALINE,NL,A0E 2C0,CANADA,46.861264,-55.810655
823448,123 MAIN STREET,APOSTOLIC CHRISTIAN SCHOOL,,PLASTER ROCK,NB,E7G 2H2,CANADA,46.891967,-67.3986092
824410,POST OFFICE BOX 336,ST LAWRENCE CENTRAL HS,,ST LAWRENCE,NL,A0E 2V0,CANADA,46.925167,-55.395229
823805,40 NORTHWEST RD,NORTH & SOUTH ESK REGIONAL HS,,SUNNY CORNER,NB,E9E 1J4,CANADA,46.9492515,-65.8166242
824244,POST OFFICE BOX 39,HOLY NAME OF MARY ACADEMY,,LAWN P BAY,NL,A0E 2E0,CANADA,46.9508189,-55.5402875
823428,345 MCKENNA AVENUE,MIRAMICHI VALLEY HIGH SCHOOL,,MIRAMICHI,NB,E1V 3S9,CANADA,47.0069559,-65.5829145
823427,300 CH BEAVERBROOK,ECOLE CARREFOUR BEAUSOLEIL,,MIRAMICHI,NB,E1V 1A1,CANADA,47.0088936,-65.5872001
823050,PO 1034 STN CHATHAM,JAMES M HILL MEMORIAL HS,,MIRAMICHI,NB,E1N 3W4,CANADA,47.0228965,-65.4569939
824033,POST OFFICE BOX 130,PEARCE REGIONAL HIGH SCHOOL,BURIN BAY ARM,BURIN BAY,NL,A0E 1G0,CANADA,47.0975057,-55.2012191
824150,PO BOX 550,JOHN BURKE HIGH SCHOOL,,GRAND BANK,NL,A0E 1W0,CANADA,47.0987247,-55.7633936
824248,POST OFFICE BOX 549,MARYSTOWN CENTRAL HIGH SCHOOL,,MARYSTOWN,NL,A0E 2M0,CANADA,47.1645526,-55.1655991
823150,52 MARMEN AVENUE,SAINT MARYS ACADEMY,,EDMUNDSTON,NB,E3V 2H2,CANADA,47.3662981,-68.3436406
824310,GENERAL DELIVERY,CHRIST THE KING ALL GRADE SCH,,RUSHOON,NL,A0E 2S0,CANADA,47.3700818,-54.908535
824020,GENERAL DELIVERY,RONCALLI HIGH SCHOOL,,AVONDALE,NL,A0A 1B0,CANADA,47.4192299,-53.1945138
828240,531 SAINT MAURICE STREET,LA TUQUE HIGH SCHOOL,,LA TUQUE,QC,G9X 3E9,CANADA,47.4398886,-72.7876461
821209,435 BACK LINE RD,ST KEVIN'S HIGH SCHOOL,PO BOX 490,GOULDS,NL,A1S 1G6,CANADA,47.459258,-52.7824549
824090,PO BOX 16007,QUEEN ELIZABETH REGIONAL HS,STATION FOXTRAP,CONCEPTION BAY S,NL,A1X 2E2,CANADA,47.4802789,-52.9877286
824364,POST OFFICE BOX 150,CRESCENT COLLEGIATE,,SOUTH DILDO,NL,A0B 1R0,CANADA,47.5070119,-53.5588861
826364,90 NIUEN ST,TIMISKAMING DIST SECONDARY SCH,PO BOX 4050,NEW LISKEARD,ON,P0J 1P0,CANADA,47.5110553,-79.6794356
824252,155 RUTH AVENUE,ODONEL HIGH SCHOOL,,MOUNT PEARL,NL,A1N 2W4,CANADA,47.5121746,-52.8197683
826482,340 HESSLE AVE,ECOLE SEC CATH SAINTE-MARIE,,NEW LISKEARD,ON,P0J 1P0,CANADA,47.5156729,-79.6689586
824250,50 RUTH AVE.,MOUNT PEARL SENIOR HIGH,,MOUNT PEARL,NL,A1N 2H5,CANADA,47.5160993,-52.8212571
824246,2694 TOPSAIL ROAD,HOLY SPIRIT HIGH SCHOOL,,CONCEPTION BAY S,NL,A1W 4B1,CANADA,47.5246651,-52.9476854
824335,POST OFFICE BOX 83,SAINT BERNARDS ALL GRADE SCH,SAINT BERNARDS,FORTUNE BAY,NL,A0E 2T0,CANADA,47.5272101,-54.9428824
824350,465 TOPSAIL RD,WATERFORD VALLEY HIGH,,ST JOHNS,NL,A1E 0E3,CANADA,47.531766,-52.750387
824339,210 WATERFORD BRIDGE RD,BEACONSFIELD HIGH SCHOOL,,ST JOHNS,NL,A1E 1E2,CANADA,47.533162,-52.741458
824343,15 LARKHALL STREET,EUGENE VATERS PENTECOSTAL COLL,,ST JOHNS,NL,A1B 2C4,CANADA,47.564422,-52.755185
824400,24 PATON ST.,PRINCE OF WALES COLLEGIATE,,ST JOHNS,NL,A1B 3E7,CANADA,47.5670091,-52.7392029
824361,2A BONAVENTURE AVE,ST BONAVENTURES COLLEGE,,ST JOHNS,NL,A1C 6B3,CANADA,47.5676511,-52.7120569
824396,55 BONAVENTURE AVENUE,HOLY HEART OF MARY HIGH SCHOOL,,ST JOHNS,NL,A1C 3Z3,CANADA,47.5682625,-52.7154277
824394,20 SMITHVILLE CRES,GONZAGA REGIONAL HIGH SCHOOL,,ST JOHNS,NL,A1B 2V2,CANADA,47.5793575,-52.7239453
824340,190 PENNYWELL RD,BISHOPS COLLEGE,,ST JOHNS,NL,A1C 2L6,CANADA,47.5811792,-52.7139265
824290,POST OFFICE BOX 910,SAINT JAMES REGIONAL HS,,PORT AUX BASQUES,NL,A0M 1C0,CANADA,47.5859937,-59.1669881
824342,65 RIDGE RD,ECOLE FRANCAISE DE SAINT JEAN,,ST JEAN TR NEUVE,NL,A1B 4P5,CANADA,47.5883327,-52.7323686
824025,PO BOX 370,ASCENSION COLLEGIATE,PO BOX 370,BAY ROBERT'S,NL,A0A 1G0,CANADA,47.5919913,-53.2834639
823028,640 KING AVENUE,BATHURST HIGH SCHOOL,,BATHURST,NB,E2A 1R1,CANADA,47.6148341,-65.6526373
824480,23 LYNCHS LN,HOLY TRINITY HIGH SCHOOL,,TORBAY,NL,A1K 1A6,CANADA,47.6579476,-52.7202719
824540,ST JOSEPHS ALL GRADE SCHOOL,ST JOSEPHS ALL GRADE SCHOOL,,TERRENCEVLLE,NL,A0E 2X0,CANADA,47.6613459,-54.7294581
825821,P O BOX 460,ST FRANCIS HIGH SCHOOL,,HR GRACE,NL,A0A 2M0,CANADA,47.6970389,-53.212695
820799,95 VALLEY RD,CARBONEAR COLLEGIATE SCHOOL,,CARBONEAR,NL,A1Y 1A7,CANADA,47.7320648,-53.2587718
824031,95 VALLEY RD,CARBONEAR INTEGRTD COLLEGIATE,,CARBONEAR,NL,A1Y 1C5,CANADA,47.7320648,-53.2587718
824023,MAIN STREET,SAINT MICHAELS ALLGRADE,POST OFFICE BOX 129,ARNOLD COVE,NL,A0B 1A0,CANADA,47.7792497,-53.9784408
826626,20 TEAK ST,ECOLE SECONDAIRE CATHOLIQUE TR,PO BOX 220,CHAPLEAU,ON,P0M 1K0,CANADA,47.8395351,-83.4097779
824470,PO BOX 40,SWIFT CURRENT ALL GRADE SCH,,SWIFT CURRENT,NL,A0E 2W0,CANADA,47.879791,-54.2038771
824251,POST OFFICE BOX 40,LITTLE HEARTS EASE ALL GRADE S,,LTL HEARTS EASE,NL,A0E 2K0,CANADA,47.9430549,-53.6746705
826914,BOX 560,MICHIPICOTEN HIGH SCHOOL,,WAWA,ON,P0S 1K0,CANADA,47.9930113,-84.776877
823042,45A VILLAGE,POLYVALENTE ROLAND PEPIN HS,CP 220,CAMPBELLTON,NB,E3N 3G4,CANADA,47.9971722,-66.6631705
823044,201 DOVER STREET,SUGARLOAF SENIOR HIGH SCHOOL,,CAMPBELLTON,NB,E3N 1R3,CANADA,47.9986523,-66.6753602
823080,500 VALLEYVIEW STREET,DALHOUSIE REGIONAL HIGH SCHOOL,,DALHOUSIE,NB,E8C 2P5,CANADA,48.0593049,-66.3825683
824268,PO BOX 10,BACCALIEU COLLEGIATE,,OLD PERLICAN,NL,A0A 3G0,CANADA,48.0723712,-53.0096584
824037,PO BOX 138,RANDOM ISLAND ACADEMY,,HICKMANS HARBOR,NL,A0C 1P0,CANADA,48.1174264,-53.7607878
826282,P ARNEY BAG 3500,KIRKLAND LAKE COLL & VOC INST,,KIRKLAND LK,ON,P2N 3P4,CANADA,48.152102,-80.0315739
826653,PO BOX 520,KIRKLAND LAKE DIST COMP SCHL,60 ALLEN AVE,KIRKLAND LAKE,ON,P2N 3J5,CANADA,48.152102,-80.0315739
824034,50 GLADNEY ST,CLARENVILLE INTEGRATED HS,,CLARENVILLE,NL,A5A 1G8,CANADA,48.1603731,-53.9827098
824249,POST OFFICE BOX 10,E A BUTLER HIGH SCHOOL,,MCKAYS,NL,A0N 1G0,CANADA,48.233333,-58.8166669
828685,320 MURDOCH AVENUE,NORANDA HIGH SCHOOL,,NORANDA,QC,J9X 1G2,CANADA,48.2476345,-79.0262604
821643,650 PEARSON COLLEGE DR,PEARSON COLLEGE UWC,,VICTORIA,BC,V9C 4H7,CANADA,48.3479497,-123.5635326
824260,1 MAIN STREET,HERITAGE COLLEGIATE,,LETHBRIDGE,NL,A0C 1V0,CANADA,48.3665543,-53.8577753
826171,707 JAMES ST S,WESTGATE COLLEGIATE-VOC SCHOOL,,THUNDER BAY,ON,P7E 2V9,CANADA,48.3736702,-89.2905215
826733,621 S SELKIRK ST S,SAINT PATRICKS HIGH SCHOOL,,THUNDER BAY,ON,P7E 1T9,CANADA,48.3755839,-89.2598347
821343,6218 SOOKE ROAD,EDWARD MILNE CMTY SCHOOL,POST OFFICE BOX 1010,SOOKE,BC,V0S 1N0,CANADA,48.3884679,-123.6961381
821649,3500 RYDER HESJEDAL WAY,ROYAL BAY SECONDARY SCHOOL,,VICTORIA,BC,V9C 0J6,CANADA,48.4084819,-123.4929045
821660,801 BANK STREET,GLENLYON-NORFOLK SCHOOL,,VICTORIA,BC,V8S 4A8,CANADA,48.4203826,-123.3302687
821013,100-808 DOUGLAS ST,PACIFIC SCH INNOVATION INQUIRY,,VICTORIA,BC,V8W 2B6,CANADA,48.422594,-123.36619
821730,1260 GRANT STREET,VICTORIA HIGH SCHOOL,,VICTORIA,BC,V8T 1C2,CANADA,48.4297111,-123.3469243
821645,637 HEAD STREET,ECOLE BRODEUR SCHOOL,,VICTORIA,BC,V9A 5S9,CANADA,48.4318871,-123.4012939
821670,2121 CADBORO BAY RD,OAK BAY SECONDARY SCHOOL,,VICTORIA,BC,V8R 5G4,CANADA,48.4324698,-123.3178549
821641,847 COLVILLE RD,ESQUIMALT SENIOR SECONDARY SCH,,VICTORIA,BC,V9A 4N9,CANADA,48.4382498,-123.3965394
821661,923 TOPAZ AVE.,GREATER VICTORIA SCH DIST CONT,,VICTORIA,BC,V8T 2M2,CANADA,48.4416056,-123.3626897
821640,3041 LANGFORD LAKE ROAD,BELMONT SR SECONDARY SCHOOL,,VICTORIA,BC,V9B 0L9,CANADA,48.4431489,-123.5299204
826539,80 SOUTH CLARKSON AVENUE,HAMMARSKJOLD HIGH SCHOOL,,THUNDER BAY,ON,P7B 4W8,CANADA,48.4432444,-89.2511962
828771,INFORMATION SCOLAIRE,CEGEP DE RIMOUSKI,60 EUECHE QUEST,RIMOUSKI,QC,G5L 4H6,CANADA,48.4483192,-68.528112
827004,333 HIGH ST N,SUPERIOR COLLEGIATE VOCNL INST,,THUNDER BAY,ON,P7A 5S3,CANADA,48.4493879,-89.2275378
821726,814 GOLDSTREAM AVE STE 101,WESTSHORE CTR LRNING TRAINING,,VICTORIA,BC,V9B 2X7,CANADA,48.4498123,-123.5015581
821720,3400 RICHMOND RD,ST MICHAELS UNIVERSITY SCH,,VICTORIA,BC,V8P 4P5,CANADA,48.4516957,-123.3279532
826725,285 GIBSON ST,SAINT IGNATIUS HIGH SCHOOL,,THUNDER BAY,ON,P7A 2J6,CANADA,48.452933,-89.196699
821647,105-4475 VIEWMONT AVE,REGENT CHRISTIAN ONLINE ACDMY,,VICTORIA,BC,V8Z 6L8,CANADA,48.4555044,-123.3331994
821719,957 WEST BURNSIDE ROAD,SPECTRUM COMMUNITY SEC SCH,,VICTORIA,BC,V8Z 6E9,CANADA,48.4631539,-123.407896
821675,3963 BORDEN STREET,REYNOLDS SECONDARY,,VICTORIA,BC,V8P 3H9,CANADA,48.4686802,-123.3597501
821646,880 MCKENZIE AVE,ST ANDREWS REGIONAL HIGH SCHL,,VICTORIA,BC,V8X 3G5,CANADA,48.4693078,-123.3742332
821650,3970 GORDON HEAD RD,MOUNT DOUGLAS SECONDARY SCHOOL,,VICTORIA,BC,V8N 3X3,CANADA,48.470939,-123.3181891
821672,654 AGNES STREET,PACIFIC CHRISTIAN SCHOOL,,VICTORIA,BC,V8Z 2E6,CANADA,48.4731793,-123.3844336
821644,4139 TORQUAY DRIVE,LAMBRICK PARK SECONDARY,,VICTORIA,BC,V8N 3L1,CANADA,48.47954,-123.330798
821718,1080 LUCAS AVE,ST MARGARETS SCHOOL,,VICTORIA,BC,V8X 3P7,CANADA,48.480636,-123.363785
826670,LEGION DRIVE,ROLAND MICHENER SECONDARY SCH,,S PORCUPINE,ON,P0N 1H0,CANADA,48.4826914,-81.2141615
826739,341 BOUL THERIAULT,ECOLE SECONDAIRE THERIAULT,,TIMMINS,ON,P4N 7K3,CANADA,48.4827839,-81.3492878
826745,150 GEORGE AVE,OGORMAN HIGH SCHOOL,,TIMMINS,ON,P4N 4M1,CANADA,48.4849937,-81.3385976
826747,451 THERIAULT BLVD,TIMMINS HIGH & VOCATIONAL SCH,,TIMMINS,ON,P4N 8B2,CANADA,48.4856324,-81.3493018
821676,4575 WILKINSON RD,SOUTH ISLAND DISTANCE EDU SCH,,VICTORIA,BC,V8Z 7E8,CANADA,48.4968678,-123.3943227
821642,4980 WESLEY RD,CLAREMONT SECONDARY SCHOOL,,VICTORIA,BC,V8Y 1Y9,CANADA,48.5159339,-123.3751858
824445,PO 5100 STN MAIN,STEPHENVILLE HIGH SCHOOL,,STEPHENVILLE,NL,A2N 3M6,CANADA,48.5530888,-58.5970994
821331,1627 STELLYS CROSS RD,STELLYS SECONDARY SCHOOL,,SAANICHTON,BC,V8M 1S8,CANADA,48.5789147,-123.4321621
826166,440 MCIRVINE RD,FORT FRANCES HIGH SCHOOL,,FORT FRANCES,ON,P9A 3T8,CANADA,48.6090718,-93.424269
821328,2371 SHAWNIGAN LAKE RD,DWIGHT SCHOOL CANADA,,SHAWNIGAN LAKE,BC,V0R 2W5,CANADA,48.6359741,-123.6303204
823030,315 CONFEDERATION DR,DISCOVERY COLLEGIATE SCHOOL,,BONAVISTA,NL,A0C 1B0,CANADA,48.642228,-53.1017601
821060,RR 1,BRENTWOOD COLLEGE SCHOOL,2735 MOUNT BAKER RD,MILL BAY,BC,V0R 2P1,CANADA,48.6524878,-123.5548133
821330,1975 RENFREW RD,SHAWNIGAN LAKE SCHOOL,POSTAL BAG 2000,SHAWNIGAN LK,BC,V0R 2W1,CANADA,48.6554964,-123.6371187
821185,953 SHAWNIGAN MILL BAY RD,FRANCES KELSEY SECONDARY SCHL,,MILL BAY,BC,V0R 2P2,CANADA,48.6603092,-123.5696732
824142,10 PENNY'S BROOK RD,GLOVERTOWN ACADEMY,PO BOX 100,GLOVERTOWN,NL,A0G 2L0,CANADA,48.6707056,-54.0325914
821334,10640 MCDONALD PARK ROAD,PARKLAND SECONDARY SCHOOL,RURAL ROUTE 3,SIDNEY,BC,V8L 3X9,CANADA,48.6707556,-123.4210948
826344,POSTAL BAG H 14 HEMLO DRIVE,MARATHON HIGH SCHOOL,,MARATHON,ON,P0T 2E0,CANADA,48.7175582,-86.3718899
826719,19 HUDSON DR,LAKE SUPERIOR HIGH SCHOOL,BOX 730,TERRACE BAY,ON,P0T 2U0,CANADA,48.7185279,-86.3712179
826615,1 MILL AVE,RAINY RIVER HIGH SCHOOL,PO BOX 361,RAINY RIVER,ON,P0W 1L0,CANADA,48.7193316,-94.5636481
826236,44 ANSON DRIVE,IROQUOIS FALLS SECONDARY SCH,,IROQUOIS FLS,ON,P0K 1E0,CANADA,48.769218,-80.6822638
826302,44 PROMENADE ANSON,ECOLE SECONDAIRE IROQUIOS FLS,,IROQUIOS FLS,ON,P0K 1G0,CANADA,48.769218,-80.6822638
821090,2652 JAMES ST,COWICHAN SECONDARY SCHOOL,,DUNCAN,BC,V9L 2X2,CANADA,48.7809093,-123.7011061
821104,495 BEECH AVE,DUNCAN CHRISTIAN SCHOOL,,DUNCAN,BC,V9L 3J8,CANADA,48.7813955,-123.6900822
821100,660 BROWNSEY AVE,QUEEN MARGARETS SCHOOL,,DUNCAN,BC,V9L 1C2,CANADA,48.784355,-123.72023
821159,POST OFFICE BOX 40,LAKE COWICHAN SECONDARY SCHOOL,,LK COWICHAN,BC,V0R 2G0,CANADA,48.8255418,-124.0560239
821123,112 RAINBOW ROAD,GULF ISLAND SECONDARY SCH,,SALT SPG ISL,BC,V8K 2K3,CANADA,48.8545469,-123.5007788
824213,P O BOX 159,JANE COLLINS ACADEMY,,HARE BAY,NL,A0G 2P0,CANADA,48.8665357,-53.9941315
821058,12 UNIVERSITY DR,CORNER BROOK HIGH SCHOOL,,CORNER BROOK,NL,A2H 5G4,CANADA,48.9413565,-57.9393343
824046,MT BERNARD AVENUE,REGINA HIGH SCHOOL,,CORNERBROOK,NL,A2H 6K6,CANADA,48.9413565,-57.9393343
824140,3 GANDER BAY ROAD,GANDER COLLEGIATE SCHOOL,,GANDER,NL,A1V 1W1,CANADA,48.9621819,-54.6346792
824155,392 GRENFELL HTS,EXPLOITS VALLEY HIGH,,GRAND FALLS-WNSR,NL,A2A 2J2,CANADA,48.9716272,-55.5824864
821162,SIXTH AVENUE,LADYSMITH COMMUNITY SCHOOL,POST OFFICE DRAWER 190,LADYSMITH,BC,V0R 2E0,CANADA,48.9957151,-123.8276541
824049,BOX 3539 RR#2,TEMPLETON ACADEMY,,CORNER BROOK,NL,A2H 6B9,CANADA,48.9967607,-58.0448486
824035,POST OFFICE BOX 430,LEO BURKE ACADEMY,,BISHOPS FALLS,NL,A0H 1C0,CANADA,48.9980113,-55.513903
821170,BOX 159,BOUNDARY CENTRAL SECONDARY SCH,,MIDWAY,BC,V0H 1M0,CANADA,49.0065668,-118.7685608
821171,BOX 3,KING OF KINGS ACADEMY,,MIDWAY,BC,V0H 1M0,CANADA,49.0094773,-118.7804193
822146,466 MARY STREET,MENNONITE COLLEGIATE INSTITUTE,BOX 250,GRETNA,MB,R0G 0V0,CANADA,49.0096748,-97.5659576
821085,750 53 ST,SOUTH DELTA SECONDARY SCH,,DELTA,BC,V4M 3B7,CANADA,49.0167011,-123.0759843
821264,5800 115TH STREET,OSOYOOS SECONDARY SCHOOL,POST OFFICE BOX 4000,OSOYOOS,BC,V0H 1V0,CANADA,49.0215115,-119.481334
